Result of k-means clustering...
Object [1361] = 8;
Object [1362] = 8;
Object [1363] = 8;
Object [1364] = 8;
Object [1365] = 8;
Object [1366] = 8;
Object [1367] = 8;
Object [1368] = 8;
Object [1369] = 8;
Object [1370] = 8;
Object [1371] = 8;
Object [1372] = 8;
Object [1373] = 8;
Object [1374] = 8;
Object [1375] = 8;
Object [1376] = 8;
Object [1377] = 8;
Object [1378] = 8;
Object [1379] = 8;
Object [1380] = 8;
Object [1381] = 8;
Object [1382] = 8;
Object [1383] = 8;
Object [1384] = 8;
Object [1385] = 8;
Object [1386] = 8;
Object [1387] = 8;
Object [1388] = 8;
Object [1389] = 8;
Object [1390] = 8;
Object [1391] = 8;
Object [1392] = 8;
Object [1393] = 8;
Object [1394] = 8;
Object [1395] = 8;
Object [1396] = 8;
Object [1397] = 8;
Object [1398] = 8;
Object [1399] = 8;
Object [1400] = 8;
Object [1401] = 8;
Object [1402] = 8;
Object [1403] = 8;
Object [1404] = 8;
Object [1405] = 8;
Object [1406] = 8;
Object [1407] = 8;
Object [1408] = 8;
Object [1409] = 8;
Object [1410] = 8;
Object [1411] = 8;
Object [1412] = 8;
Object [1413] = 8;
Object [1414] = 8;
Object [1415] = 8;
Object [1416] = 8;
Object [1417] = 8;
Object [1418] = 8;
Object [1419] = 8;
Object [1420] = 8;
Object [1421] = 8;
Object [1422] = 8;
Object [1423] = 8;
Object [1424] = 8;
Object [1425] = 8;
Object [1426] = 8;
Object [1427] = 8;
Object [1428] = 8;
Object [1429] = 9;
Object [1430] = 9;
Object [1431] = 9;
Object [1432] = 9;
Object [1433] = 9;
Object [1434] = 9;
Object [1435] = 9;
Object [1436] = 9;
Object [1437] = 9;
Object [1438] = 9;
Object [1439] = 9;
Object [1440] = 9;
Object [1441] = 9;
Object [1442] = 9;
Object [1443] = 9;
Object [1444] = 9;
Object [1445] = 9;
Object [1446] = 9;
Object [1447] = 9;
Object [1448] = 9;
Object [1449] = 9;
Object [1450] = 9;
Object [1451] = 9;
Object [1452] = 9;
Object [1453] = 9;
Object [1454] = 9;
Object [1455] = 9;
Object [1456] = 9;
Object [1457] = 9;
Object [1458] = 9;
Object [1459] = 9;
Object [1460] = 9;
Object [1461] = 9;
Object [1462] = 9;
Object [1463] = 9;
Object [1464] = 9;
Object [1465] = 9;
Object [1466] = 9;
Object [1467] = 9;
Object [1468] = 9;
Object [1469] = 9;
Object [1470] = 9;
Object [1471] = 9;
Object [1472] = 9;
Object [1473] = 9;
Object [1474] = 9;
Object [1475] = 9;
Object [1476] = 9;
Object [1477] = 9;
Object [1478] = 9;
Object [1479] = 9;
Object [1480] = 9;
Object [1481] = 9;
Object [1482] = 9;
Object [1483] = 9;
Object [1484] = 9;
Object [1485] = 9;
Object [1486] = 9;
Object [1487] = 9;
Object [1488] = 9;
Object [1489] = 9;
Object [1490] = 9;
Object [1491] = 9;
Object [1492] = 9;
Object [1493] = 9;
Object [1494] = 9;
Object [1495] = 9;
Object [1496] = 9;
Object [1497] = 9;
Object [1498] = 9;
Object [1499] = 9;
Object [1500] = 9;
Object [1501] = 9;
Object [1502] = 9;
Object [1503] = 9;
Object [1504] = 9;
Object [1505] = 9;
Object [1506] = 9;
Object [1507] = 9;
Object [1508] = 9;
Object [1509] = 2;
Object [1510] = 2;
Object [1511] = 2;
Object [1512] = 2;
Object [1513] = 2;
Object [1514] = 2;
Object [1515] = 2;
Object [1516] = 2;
Object [1517] = 2;
Object [1518] = 2;
Object [1519] = 2;
Object [1520] = 2;
Object [1521] = 2;
Object [1522] = 2;
Object [1523] = 2;
Object [1524] = 2;
Object [1525] = 2;
Object [1526] = 2;
Object [1527] = 2;
Object [1528] = 2;
Object [1529] = 2;
Object [1530] = 2;
Object [1531] = 2;
Object [1532] = 2;
Object [1533] = 2;
Object [1534] = 2;
Object [1535] = 2;
Object [1536] = 2;
Object [1537] = 2;
Object [1538] = 2;
Object [1539] = 2;
Object [1540] = 2;
Object [1541] = 2;
Object [1542] = 2;
Object [1543] = 2;
Object [1544] = 2;
Object [1545] = 2;
Object [1546] = 2;
Object [1547] = 2;
Object [1548] = 2;
Object [1549] = 2;
Object [1550] = 2;
Object [1551] = 2;
Object [1552] = 2;
Object [1553] = 2;
Object [1554] = 2;
Object [1555] = 2;
Object [1556] = 2;
Object [1557] = 2;
Object [1558] = 2;
Object [1559] = 2;
Object [1560] = 2;
Object [1561] = 2;
Object [1562] = 2;
Object [1563] = 2;
Object [1564] = 2;
Object [1565] = 2;
Object [1566] = 2;
Object [1567] = 2;
Object [1568] = 2;
Object [1569] = 2;
Object [1570] = 2;
Object [1571] = 2;
Object [1572] = 2;
Object [1573] = 2;
Object [1574] = 2;
Object [1575] = 2;
Object [1576] = 2;
Object [1577] = 2;
Object [1578] = 2;
Object [1579] = 1;
Object [1580] = 1;
Object [1581] = 1;
Object [1582] = 1;
Object [1583] = 1;
Object [1584] = 1;
Object [1585] = 1;
Object [1586] = 1;
Object [1587] = 1;
Object [1588] = 1;
Object [1589] = 1;
Object [1590] = 1;
Object [1591] = 1;
Object [1592] = 1;
Object [1593] = 1;
Object [1594] = 1;
Object [1595] = 1;
Object [1596] = 1;
Object [1597] = 1;
Object [1598] = 1;
Object [1599] = 1;
Object [1600] = 1;
Object [1601] = 1;
Object [1602] = 1;
Object [1603] = 1;
Object [1604] = 1;
Object [1605] = 1;
Object [1606] = 1;
Object [1607] = 1;
Object [1608] = 1;
Object [1609] = 1;
Object [1610] = 1;
Object [1611] = 1;
Object [1612] = 1;
Object [1613] = 1;
Object [1614] = 1;
Object [1615] = 1;
Object [1616] = 1;
Object [1617] = 1;
Object [1618] = 1;
Object [1619] = 1;
Object [1620] = 1;
Object [1621] = 1;
Object [1622] = 1;
Object [1623] = 1;
Object [1624] = 1;
Object [1625] = 1;
Object [1626] = 1;
Object [1627] = 1;
Object [1628] = 1;
Object [1629] = 1;
Object [1630] = 1;
Object [1631] = 1;
Object [1632] = 1;
Object [1633] = 1;
Object [1634] = 1;
Object [1635] = 1;
Object [1636] = 1;
Object [1637] = 1;
Object [1638] = 1;
Object [1639] = 1;
Object [1640] = 1;
Object [1641] = 1;
Object [1642] = 1;
Object [1643] = 1;
Object [1644] = 1;
Object [1645] = 1;
Object [1646] = 1;
Object [1647] = 1;
Object [1648] = 1;
Object [1649] = 1;
Object [1650] = 1;
Object [1651] = 0;
Object [1652] = 0;
Object [1653] = 0;
Object [1654] = 0;
Object [1655] = 0;
Object [1656] = 0;
Object [1657] = 0;
Object [1658] = 0;
Object [1659] = 0;
Object [1660] = 0;
Object [1661] = 0;
Object [1662] = 0;
Object [1663] = 0;
Object [1664] = 0;
Object [1665] = 0;
Object [1666] = 0;
Object [1667] = 0;
Object [1668] = 0;
Object [1669] = 0;
Object [1670] = 0;
Object [1671] = 0;
Object [1672] = 0;
Object [1673] = 0;
Object [1674] = 0;
Object [1675] = 0;
Object [1676] = 0;
Object [1677] = 0;
Object [1678] = 0;
Object [1679] = 0;
Object [1680] = 0;
Object [1681] = 0;
Object [1682] = 0;
Object [1683] = 0;
Object [1684] = 0;
Object [1685] = 0;
Object [1686] = 0;
Object [1687] = 0;
Object [1688] = 0;
Object [1689] = 0;
Object [1690] = 0;
Object [1691] = 0;
Object [1692] = 0;
Object [1693] = 0;
Object [1694] = 0;
Object [1695] = 0;
Object [1696] = 0;
Object [1697] = 0;
Object [1698] = 0;
Object [1699] = 0;
Object [1700] = 0;
Object [1701] = 0;
Object [1702] = 0;
Object [1703] = 0;
Object [1704] = 0;
Object [1705] = 0;
Object [1706] = 0;
Object [1707] = 0;
Object [1708] = 0;
Object [1709] = 0;
Object [1710] = 0;
Object [1711] = 0;
Object [1712] = 0;
Object [1713] = 0;
Object [1714] = 0;
Object [1715] = 0;
Object [1716] = 0;
Object [1717] = 0;
Object [1718] = 0;
Object [1719] = 0;
Object [1720] = 0;
Object [1721] = 0;
Object [1722] = 0;
Object [1723] = 0;
Object [1724] = 4;
Object [1725] = 4;
Object [1726] = 4;
Object [1727] = 4;
Object [1728] = 4;
Object [1729] = 4;
Object [1730] = 4;
Object [1731] = 4;
Object [1732] = 4;
Object [1733] = 4;
Object [1734] = 4;
Object [1735] = 4;
Object [1736] = 4;
Object [1737] = 4;
Object [1738] = 4;
Object [1739] = 4;
Object [1740] = 4;
Object [1741] = 4;
Object [1742] = 4;
Object [1743] = 4;
Object [1744] = 4;
Object [1745] = 4;
Object [1746] = 4;
Object [1747] = 4;
Object [1748] = 4;
Object [1749] = 4;
Object [1750] = 4;
Object [1751] = 4;
Object [1752] = 4;
Object [1753] = 4;
Object [1754] = 4;
Object [1755] = 4;
Object [1756] = 4;
Object [1757] = 4;
Object [1758] = 4;
Object [1759] = 4;
Object [1760] = 4;
Object [1761] = 4;
Object [1762] = 4;
Object [1763] = 4;
Object [1764] = 4;
Object [1765] = 4;
Object [1766] = 4;
Object [1767] = 4;
Object [1768] = 4;
Object [1769] = 4;
Object [1770] = 4;
Object [1771] = 4;
Object [1772] = 4;
Object [1773] = 4;
Object [1774] = 4;
Object [1775] = 4;
Object [1776] = 4;
Object [1777] = 4;
Object [1778] = 4;
Object [1779] = 4;
Object [1780] = 4;
Object [1781] = 4;
Object [1782] = 4;
Object [1783] = 4;
Object [1784] = 4;
Object [1785] = 4;
Object [1786] = 4;
Object [1787] = 4;
Object [1788] = 4;
Object [1789] = 4;
Object [1790] = 4;
Object [1791] = 4;
Object [1792] = 4;
Object [1793] = 4;
Object [1794] = 4;
Object [1795] = 4;
Object [1796] = 4;
Object [1797] = 4;
Object [1798] = 3;
Object [1799] = 3;
Object [1800] = 3;
Object [1801] = 3;
Object [1802] = 3;
Object [1803] = 3;
Object [1804] = 3;
Object [1805] = 3;
Object [1806] = 3;
Object [1807] = 3;
Object [1808] = 3;
Object [1809] = 3;
Object [1810] = 3;
Object [1811] = 3;
Object [1812] = 3;
Object [1813] = 3;
Object [1814] = 3;
Object [1815] = 3;
Object [1816] = 3;
Object [1817] = 3;
Object [1818] = 3;
Object [1819] = 3;
Object [1820] = 3;
Object [1821] = 3;
Object [1822] = 3;
Object [1823] = 3;
Object [1824] = 3;
Object [1825] = 3;
Object [1826] = 3;
Object [1827] = 3;
Object [1828] = 3;
Object [1829] = 3;
Object [1830] = 3;
Object [1831] = 3;
Object [1832] = 3;
Object [1833] = 3;
Object [1834] = 3;
Object [1835] = 3;
Object [1836] = 3;
Object [1837] = 3;
Object [1838] = 3;
Object [1839] = 3;
Object [1840] = 3;
Object [1841] = 3;
Object [1842] = 3;
Object [1843] = 3;
Object [1844] = 3;
Object [1845] = 3;
Object [1846] = 3;
Object [1847] = 3;
Object [1848] = 3;
Object [1849] = 3;
Object [1850] = 3;
Object [1851] = 3;
Object [1852] = 3;
Object [1853] = 3;
Object [1854] = 3;
Object [1855] = 3;
Object [1856] = 3;
Object [1857] = 3;
Object [1858] = 3;
Object [1859] = 3;
Object [1860] = 3;
Object [1861] = 3;
Object [1862] = 3;
Object [1863] = 3;
Object [1864] = 3;
Object [1865] = 3;
Object [1866] = 3;
Object [1867] = 3;
Object [1868] = 3;
Object [1869] = 3;
Object [1870] = 3;
Object [1871] = 3;
Object [1872] = 3;
Object [1873] = 5;
Object [1874] = 5;
Object [1875] = 5;
Object [1876] = 5;
Object [1877] = 5;
Object [1878] = 5;
Object [1879] = 5;
Object [1880] = 5;
Object [1881] = 5;
Object [1882] = 5;
Object [1883] = 5;
Object [1884] = 5;
Object [1885] = 5;
Object [1886] = 5;
Object [1887] = 5;
Object [1888] = 5;
Object [1889] = 5;
Object [1890] = 5;
Object [1891] = 5;
Object [1892] = 5;
Object [1893] = 5;
Object [1894] = 5;
Object [1895] = 5;
Object [1896] = 5;
Object [1897] = 5;
Object [1898] = 5;
Object [1899] = 5;
Object [1900] = 5;
Object [1901] = 5;
Object [1902] = 5;
Object [1903] = 5;
Object [1904] = 5;
Object [1905] = 5;
Object [1906] = 5;
Object [1907] = 5;
Object [1908] = 5;
Object [1909] = 5;
Object [1910] = 5;
Object [1911] = 5;
Object [1912] = 5;
Object [1913] = 5;
Object [1914] = 5;
Object [1915] = 5;
Object [1916] = 5;
Object [1917] = 5;
Object [1918] = 5;
Object [1919] = 5;
Object [1920] = 5;
Object [1921] = 5;
Object [1922] = 5;
Object [1923] = 5;
Object [1924] = 5;
Object [1925] = 5;
Object [1926] = 5;
Object [1927] = 5;
Object [1928] = 5;
Object [1929] = 5;
Object [1930] = 5;
Object [1931] = 5;
Object [1932] = 5;
Object [1933] = 5;
Object [1934] = 5;
Object [1935] = 5;
Object [1936] = 5;
Object [1937] = 5;
Object [1938] = 5;
Object [1939] = 5;
Object [1940] = 5;
Object [1941] = 5;
Object [1942] = 5;
Object [1943] = 5;
Object [1944] = 5;
Object [1945] = 5;
Object [1946] = 5;
Object [1947] = 5;
Object [1948] = 5;
Object [1949] = 6;
Object [1950] = 6;
Object [1951] = 6;
Object [1952] = 6;
Object [1953] = 6;
Object [1954] = 6;
Object [1955] = 6;
Object [1956] = 6;
Object [1957] = 6;
Object [1958] = 6;
Object [1959] = 6;
Object [1960] = 6;
Object [1961] = 6;
Object [1962] = 6;
Object [1963] = 6;
Object [1964] = 6;
Object [1965] = 6;
Object [1966] = 6;
Object [1967] = 6;
Object [1968] = 6;
Object [1969] = 6;
Object [1970] = 6;
Object [1971] = 6;
Object [1972] = 6;
Object [1973] = 6;
Object [1974] = 6;
Object [1975] = 6;
Object [1976] = 6;
Object [1977] = 6;
Object [1978] = 6;
Object [1979] = 6;
Object [1980] = 6;
Object [1981] = 6;
Object [1982] = 6;
Object [1983] = 6;
Object [1984] = 6;
Object [1985] = 6;
Object [1986] = 6;
Object [1987] = 6;
Object [1988] = 6;
Object [1989] = 6;
Object [1990] = 6;
Object [1991] = 6;
Object [1992] = 6;
Object [1993] = 6;
Object [1994] = 6;
Object [1995] = 6;
Object [1996] = 6;
Object [1997] = 6;
Object [1998] = 6;
Object [1999] = 6;
Object [2000] = 6;
Object [2001] = 6;
Object [2002] = 6;
Object [2003] = 6;
Object [2004] = 6;
Object [2005] = 6;
Object [2006] = 6;
Object [2007] = 6;
Object [2008] = 6;
Object [2009] = 6;
Object [2010] = 6;
Object [2011] = 6;
Object [2012] = 6;
Object [2013] = 6;
Object [2014] = 6;
Object [2015] = 6;
Object [2016] = 6;
Object [2017] = 6;
Object [2018] = 6;
Object [2019] = 6;
Object [2020] = 6;
Object [2021] = 6;
Object [2022] = 6;
Object [2023] = 6;
Object [2024] = 6;
Object [2025] = 6;
Object [2026] = 7;
Object [2027] = 7;
Object [2028] = 7;
Object [2029] = 7;
Object [2030] = 7;
Object [2031] = 7;
Object [2032] = 7;
Object [2033] = 7;
Object [2034] = 7;
Object [2035] = 7;
Object [2036] = 7;
Object [2037] = 7;
Object [2038] = 7;
Object [2039] = 7;
Object [2040] = 7;
Object [2041] = 7;
Object [2042] = 7;
Object [2043] = 7;
Object [2044] = 7;
Object [2045] = 7;
Object [2046] = 7;
Object [2047] = 7;
Object [2048] = 7;
Object [2049] = 7;
Object [2050] = 7;
Object [2051] = 7;
Object [2052] = 7;
Object [2053] = 7;
Object [2054] = 7;
Object [2055] = 7;
Object [2056] = 7;
Object [2057] = 7;
Object [2058] = 7;
Object [2059] = 7;
Object [2060] = 7;
Object [2061] = 7;
Object [2062] = 7;
Object [2063] = 7;
Object [2064] = 7;
Object [2065] = 7;
Object [2066] = 7;
Object [2067] = 7;
Object [2068] = 7;
Object [2069] = 7;
Object [2070] = 7;
Object [2071] = 7;
Object [2072] = 7;
Object [2073] = 7;
Object [2074] = 7;
Object [2075] = 7;
Object [2076] = 7;
Object [2077] = 7;
Object [2078] = 7;
Object [2079] = 7;
Object [2080] = 7;
Object [2081] = 7;
Object [2082] = 7;
Object [2083] = 7;
Object [2084] = 7;
Object [2085] = 7;
Object [2086] = 7;
Object [2087] = 7;
Object [2088] = 7;
Object [2089] = 7;
Object [2090] = 7;
Object [2091] = 7;
Object [2092] = 7;
Object [2093] = 7;
Object [2094] = 7;
Object [2095] = 7;
Object [2096] = 7;
Object [2097] = 7;
Object [2098] = 7;
Object [2099] = 7;
Object [2100] = 7;
Object [2101] = 7;
Object [2102] = 7;
Object [2103] = 7;
Object [2104] = 8;
Object [2105] = 8;
Object [2106] = 8;
Object [2107] = 8;
Object [2108] = 8;
Object [2109] = 8;
Object [2110] = 8;
Object [2111] = 8;
Object [2112] = 8;
Object [2113] = 8;
Object [2114] = 8;
Object [2115] = 8;
Object [2116] = 8;
Object [2117] = 8;
Object [2118] = 8;
Object [2119] = 8;
Object [2120] = 8;
Object [2121] = 8;
Object [2122] = 8;
Object [2123] = 8;
Object [2124] = 8;
Object [2125] = 8;
Object [2126] = 8;
Object [2127] = 8;
Object [2128] = 8;
Object [2129] = 8;
Object [2130] = 8;
Object [2131] = 8;
Object [2132] = 8;
Object [2133] = 8;
Object [2134] = 8;
Object [2135] = 8;
Object [2136] = 8;
Object [2137] = 8;
Object [2138] = 8;
Object [2139] = 8;
Object [2140] = 8;
Object [2141] = 8;
Object [2142] = 8;
Object [2143] = 8;
Object [2144] = 8;
Object [2145] = 8;
Object [2146] = 8;
Object [2147] = 8;
Object [2148] = 8;
Object [2149] = 8;
Object [2150] = 8;
Object [2151] = 8;
Object [2152] = 8;
Object [2153] = 8;
Object [2154] = 8;
Object [2155] = 8;
Object [2156] = 8;
Object [2157] = 8;
Object [2158] = 8;
Object [2159] = 8;
Object [2160] = 8;
Object [2161] = 8;
Object [2162] = 8;
Object [2163] = 8;
Object [2164] = 8;
Object [2165] = 8;
Object [2166] = 8;
Object [2167] = 8;
Object [2168] = 8;
Object [2169] = 8;
Object [2170] = 8;
Object [2171] = 8;
Object [2172] = 8;
Object [2173] = 8;
Object [2174] = 8;
Object [2175] = 8;
Object [2176] = 8;
Object [2177] = 8;
Object [2178] = 8;
Object [2179] = 8;
Object [2180] = 8;
Object [2181] = 8;
Object [2182] = 8;
Object [2183] = 9;
Object [2184] = 9;
Object [2185] = 9;
Object [2186] = 9;
Object [2187] = 9;
Object [2188] = 9;
Object [2189] = 9;
Object [2190] = 9;
Object [2191] = 9;
Object [2192] = 9;
Object [2193] = 9;
Object [2194] = 9;
Object [2195] = 9;
Object [2196] = 9;
Object [2197] = 9;
Object [2198] = 9;
Object [2199] = 9;
Object [2200] = 9;
Object [2201] = 9;
Object [2202] = 9;
Object [2203] = 9;
Object [2204] = 9;
Object [2205] = 9;
Object [2206] = 9;
Object [2207] = 9;
Object [2208] = 9;
Object [2209] = 9;
Object [2210] = 9;
Object [2211] = 9;
Object [2212] = 9;
Object [2213] = 9;
Object [2214] = 9;
Object [2215] = 9;
Object [2216] = 9;
Object [2217] = 9;
Object [2218] = 9;
Object [2219] = 9;
Object [2220] = 9;
Object [2221] = 9;
Object [2222] = 9;
Object [2223] = 9;
Object [2224] = 9;
Object [2225] = 9;
Object [2226] = 9;
Object [2227] = 9;
Object [2228] = 9;
Object [2229] = 9;
Object [2230] = 9;
Object [2231] = 9;
Object [2232] = 9;
Object [2233] = 9;
Object [2234] = 9;
Object [2235] = 9;
Object [2236] = 9;
Object [2237] = 9;
Object [2238] = 9;
Object [2239] = 9;
Object [2240] = 9;
Object [2241] = 9;
Object [2242] = 9;
Object [2243] = 9;
Object [2244] = 9;
Object [2245] = 9;
Object [2246] = 9;
Object [2247] = 9;
Object [2248] = 9;
Object [2249] = 9;
Object [2250] = 9;
Object [2251] = 9;
Object [2252] = 9;
Object [2253] = 9;
Object [2254] = 9;
Object [2255] = 9;
Object [2256] = 9;
Object [2257] = 9;
Object [2258] = 9;
Object [2259] = 9;
Object [2260] = 9;
Object [2261] = 9;
Object [2262] = 9;
Object [2263] = 2;
Object [2264] = 2;
Object [2265] = 2;
Object [2266] = 2;
Object [2267] = 2;
Object [2268] = 2;
Object [2269] = 2;
Object [2270] = 2;
Object [2271] = 2;
Object [2272] = 2;
Object [2273] = 2;
Object [2274] = 2;
Object [2275] = 2;
Object [2276] = 2;
Object [2277] = 2;
Object [2278] = 2;
Object [2279] = 2;
Object [2280] = 2;
Object [2281] = 2;
Object [2282] = 2;
Object [2283] = 2;
Object [2284] = 2;
Object [2285] = 2;
Object [2286] = 2;
Object [2287] = 2;
Object [2288] = 2;
Object [2289] = 2;
Object [2290] = 2;
Object [2291] = 2;
Object [2292] = 2;
Object [2293] = 2;
Object [2294] = 2;
Object [2295] = 2;
Object [2296] = 2;
Object [2297] = 2;
Object [2298] = 2;
Object [2299] = 2;
Object [2300] = 2;
Object [2301] = 2;
Object [2302] = 2;
Object [2303] = 2;
Object [2304] = 2;
Object [2305] = 2;
Object [2306] = 2;
Object [2307] = 2;
Object [2308] = 2;
Object [2309] = 2;
Object [2310] = 2;
Object [2311] = 2;
Object [2312] = 2;
Object [2313] = 2;
Object [2314] = 2;
Object [2315] = 2;
Object [2316] = 2;
Object [2317] = 2;
Object [2318] = 2;
Object [2319] = 2;
Object [2320] = 2;
Object [2321] = 2;
Object [2322] = 2;
Object [2323] = 2;
Object [2324] = 2;
Object [2325] = 2;
Object [2326] = 2;
Object [2327] = 2;
Object [2328] = 2;
Object [2329] = 2;
Object [2330] = 2;
Object [2331] = 2;
Object [2332] = 2;
Object [2333] = 1;
Object [2334] = 1;
Object [2335] = 1;
Object [2336] = 1;
Object [2337] = 1;
Object [2338] = 1;
Object [2339] = 1;
Object [2340] = 1;
Object [2341] = 1;
Object [2342] = 1;
Object [2343] = 1;
Object [2344] = 1;
Object [2345] = 1;
Object [2346] = 1;
Object [2347] = 1;
Object [2348] = 1;
Object [2349] = 1;
Object [2350] = 1;
Object [2351] = 1;
Object [2352] = 1;
Object [2353] = 1;
Object [2354] = 1;
Object [2355] = 1;
Object [2356] = 1;
Object [2357] = 1;
Object [2358] = 1;
Object [2359] = 1;
Object [2360] = 1;
Object [2361] = 1;
Object [2362] = 1;
Object [2363] = 1;
Object [2364] = 1;
Object [2365] = 1;
Object [2366] = 1;
Object [2367] = 1;
Object [2368] = 1;
Object [2369] = 1;
Object [2370] = 1;
Object [2371] = 1;
Object [2372] = 1;
Object [2373] = 1;
Object [2374] = 1;
Object [2375] = 1;
Object [2376] = 1;
Object [2377] = 1;
Object [2378] = 1;
Object [2379] = 1;
Object [2380] = 1;
Object [2381] = 1;
Object [2382] = 1;
Object [2383] = 1;
Object [2384] = 1;
Object [2385] = 1;
Object [2386] = 1;
Object [2387] = 1;
Object [2388] = 1;
Object [2389] = 1;
Object [2390] = 1;
Object [2391] = 1;
Object [2392] = 1;
Object [2393] = 1;
Object [2394] = 1;
Object [2395] = 1;
Object [2396] = 1;
Object [2397] = 1;
Object [2398] = 1;
Object [2399] = 1;
Object [2400] = 1;
Object [2401] = 1;
Object [2402] = 1;
Object [2403] = 1;
Object [2404] = 1;
Object [2405] = 0;
Object [2406] = 0;
Object [2407] = 0;
Object [2408] = 0;
Object [2409] = 0;
Object [2410] = 0;
Object [2411] = 0;
Object [2412] = 0;
Object [2413] = 0;
Object [2414] = 0;
Object [2415] = 0;
Object [2416] = 0;
Object [2417] = 0;
Object [2418] = 0;
Object [2419] = 0;
Object [2420] = 0;
Object [2421] = 0;
Object [2422] = 0;
Object [2423] = 0;
Object [2424] = 0;
Object [2425] = 0;
Object [2426] = 0;
Object [2427] = 0;
Object [2428] = 0;
Object [2429] = 0;
Object [2430] = 0;
Object [2431] = 0;
Object [2432] = 0;
Object [2433] = 0;
Object [2434] = 0;
Object [2435] = 0;
Object [2436] = 0;
Object [2437] = 0;
Object [2438] = 0;
Object [2439] = 0;
Object [2440] = 0;
Object [2441] = 0;
Object [2442] = 0;
Object [2443] = 0;
Object [2444] = 0;
Object [2445] = 0;
Object [2446] = 0;
Object [2447] = 0;
Object [2448] = 0;
Object [2449] = 0;
Object [2450] = 0;
Object [2451] = 0;
Object [2452] = 0;
Object [2453] = 0;
Object [2454] = 0;
Object [2455] = 0;
Object [2456] = 0;
Object [2457] = 0;
Object [2458] = 0;
Object [2459] = 0;
Object [2460] = 0;
Object [2461] = 0;
Object [2462] = 0;
Object [2463] = 0;
Object [2464] = 0;
Object [2465] = 0;
Object [2466] = 0;
Object [2467] = 0;
Object [2468] = 0;
Object [2469] = 0;
Object [2470] = 0;
Object [2471] = 0;
Object [2472] = 0;
Object [2473] = 0;
Object [2474] = 0;
Object [2475] = 0;
Object [2476] = 0;
Object [2477] = 0;
Object [2478] = 4;
Object [2479] = 4;
Object [2480] = 4;
Object [2481] = 4;
Object [2482] = 4;
Object [2483] = 4;
Object [2484] = 4;
Object [2485] = 4;
Object [2486] = 4;
Object [2487] = 4;
Object [2488] = 4;
Object [2489] = 4;
Object [2490] = 4;
Object [2491] = 4;
Object [2492] = 4;
Object [2493] = 4;
Object [2494] = 4;
Object [2495] = 4;
Object [2496] = 4;
Object [2497] = 4;
Object [2498] = 4;
Object [2499] = 4;
Object [2500] = 4;
Object [2501] = 4;
Object [2502] = 4;
Object [2503] = 4;
Object [2504] = 4;
Object [2505] = 4;
Object [2506] = 4;
Object [2507] = 4;
Object [2508] = 4;
Object [2509] = 4;
Object [2510] = 4;
Object [2511] = 4;
Object [2512] = 4;
Object [2513] = 4;
Object [2514] = 4;
Object [2515] = 4;
Object [2516] = 4;
Object [2517] = 4;
Object [2518] = 4;
Object [2519] = 4;
Object [2520] = 4;
Object [2521] = 4;
Object [2522] = 4;
Object [2523] = 4;
Object [2524] = 4;
Object [2525] = 4;
Object [2526] = 4;
Object [2527] = 4;
Object [2528] = 4;
Object [2529] = 4;
Object [2530] = 4;
Object [2531] = 4;
Object [2532] = 4;
Object [2533] = 4;
Object [2534] = 4;
Object [2535] = 4;
Object [2536] = 4;
Object [2537] = 4;
Object [2538] = 4;
Object [2539] = 4;
Object [2540] = 4;
Object [2541] = 4;
Object [2542] = 4;
Object [2543] = 4;
Object [2544] = 4;
Object [2545] = 4;
Object [2546] = 4;
Object [2547] = 4;
Object [2548] = 4;
Object [2549] = 4;
Object [2550] = 4;
Object [2551] = 4;
Object [2552] = 3;
Object [2553] = 3;
Object [2554] = 3;
Object [2555] = 3;
Object [2556] = 3;
Object [2557] = 3;
Object [2558] = 3;
Object [2559] = 3;
Object [2560] = 3;
Object [2561] = 3;
Object [2562] = 3;
Object [2563] = 3;
Object [2564] = 3;
Object [2565] = 3;
Object [2566] = 3;
Object [2567] = 3;
Object [2568] = 3;
Object [2569] = 3;
Object [2570] = 3;
Object [2571] = 3;
Object [2572] = 3;
Object [2573] = 3;
Object [2574] = 3;
Object [2575] = 3;
Object [2576] = 3;
Object [2577] = 3;
Object [2578] = 3;
Object [2579] = 3;
Object [2580] = 3;
Object [2581] = 3;
Object [2582] = 3;
Object [2583] = 3;
Object [2584] = 3;
Object [2585] = 3;
Object [2586] = 3;
Object [2587] = 3;
Object [2588] = 3;
Object [2589] = 3;
Object [2590] = 3;
Object [2591] = 3;
Object [2592] = 3;
Object [2593] = 3;
Object [2594] = 3;
Object [2595] = 3;
Object [2596] = 3;
Object [2597] = 3;
Object [2598] = 3;
Object [2599] = 3;
Object [2600] = 3;
Object [2601] = 3;
Object [2602] = 3;
Object [2603] = 3;
Object [2604] = 3;
Object [2605] = 3;
Object [2606] = 3;
Object [2607] = 3;
Object [2608] = 3;
Object [2609] = 3;
Object [2610] = 3;
Object [2611] = 3;
Object [2612] = 3;
Object [2613] = 3;
Object [2614] = 3;
Object [2615] = 3;
Object [2616] = 3;
Object [2617] = 3;
Object [2618] = 3;
Object [2619] = 3;
Object [2620] = 3;
Object [2621] = 3;
Object [2622] = 3;
Object [2623] = 3;
Object [2624] = 3;
Object [2625] = 3;
Object [2626] = 3;
Object [2627] = 5;
Object [2628] = 5;
Object [2629] = 5;
Object [2630] = 5;
Object [2631] = 5;
